Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0930353D;Ecole élémentaire Diderot 2;ECOLE ELEMENTAIRE PUBLIQUE;DIDEROT 2;Public;12 rue Pépin;;;93100;MONTREUIL;Montreuil;659309.9;6862667.6;EPSG:2154;48.86275504544651;2.445370504633368;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;48.8627550454,2.44537050463;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930368V;Ecole élémentaire Romain Rolland;ECOLE ELEMENTAIRE PUBLIQUE;ROMAIN ROLLAND;Public;51 rue Romain Rolland;;;93260;LES LILAS;Les Lilas;657298.4;6864494.2;EPSG:2154;48.87905118234971;2.417769992041617;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93045;Seine-Saint-Denis;Ile-de-France;Créteil;48.8790511823,2.41776999204;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930377E;Ecole élémentaire Foch 2;ECOLE ELEMENTAIRE PUBLIQUE;FOCH II;Public;32 rue Saint Louis;;;93250;VILLEMOMBLE;Villemomble;663626.8;6865602.5;EPSG:2154;48.889406447854064;2.503959395171626;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93077;Seine-Saint-Denis;Ile-de-France;Créteil;48.8894064479,2.50395939517;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930382K;Ecole élémentaire Paul Langevin;ECOLE ELEMENTAIRE PUBLIQUE;PAUL LANGEVIN;Public;17 rue Paul Langevin;;;93260;LES LILAS;Les Lilas;657698.9;6865005.1;EPSG:2154;48.88367201972544;2.42317966919229;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93045;Seine-Saint-Denis;Ile-de-France;Créteil;48.8836720197,2.42317966919;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-09-26
0930394Y;Ecole maternelle Louise Michel;ECOLE MATERNELLE PUBLIQUE;LOUISE MICHEL;Public;5 rue Hémet;;;93300;AUBERVILLIERS;Aubervilliers;655280.4;6868536.3;EPSG:2154;48.915263238180565;2.389830058128257;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.9152632382,2.38983005813;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-09-30
0930399D;Ecole élémentaire Anatole France;ECOLE ELEMENTAIRE PUBLIQUE;ANATOLE FRANCE;Public;59 rue Félix Merlin;;;93800;EPINAY SUR SEINE;Epinay-sur-Seine;648577.9;6873097.5;EPSG:2154;48.95577784334304;2.297829891491317;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93031;Seine-Saint-Denis;Ile-de-France;Créteil;48.9557778433,2.29782989149;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930407M;Ecole maternelle Jean Jaurès;ECOLE MATERNELLE PUBLIQUE;JEAN JAURES;Public;43 rue Anatole France;;;93170;BAGNOLET;Bagnolet;658332.5;6864289.2;EPSG:2154;48.877275398631724;2.4318894100166237;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.8772753986,2.43188941002;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930429L;Ecole maternelle Jean-Jacques Rousseau;ECOLE MATERNELLE PUBLIQUE;JEAN-JACQUES ROUSSEAU;Public;2 square de Cherbourg;;;93800;EPINAY SUR SEINE;Epinay-sur-Seine;648176.2;6873468.4;EPSG:2154;48.959080735672416;2.2922995694960844;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93031;Seine-Saint-Denis;Ile-de-France;Créteil;48.9590807357,2.2922995695;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930454N;Ecole maternelle Irène et Frédéric Joliot-Curie;ECOLE MATERNELLE PUBLIQUE;IRENE ET FREDERIC JOLIOT CURIE;Public;78 avenue de la Dhuys;;;93170;BAGNOLET;Bagnolet;657349.3;6863832.1;EPSG:2154;48.87310041806366;2.418530458071951;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.8731004181,2.41853045807;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930459U;Ecole maternelle Georges Méliès;ECOLE MATERNELLE PUBLIQUE;GEORGES MELIES;Public;Square Alice;;;93100;MONTREUIL;Montreuil;660085.5;6863534.4;EPSG:2154;48.87059862842336;2.4558606242867804;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;48.8705986284,2.45586062429;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930460V;Ecole maternelle Maximilien Robespierre;ECOLE MATERNELLE PUBLIQUE;MAXIMILIEN ROBESPIERRE;Public;55 rue Georges Tarral;;;93000;BOBIGNY;Bobigny;661162.8;6867759.8;EPSG:2154;48.90866240168019;2.4701600900850043;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93008;Seine-Saint-Denis;Ile-de-France;Créteil;48.9086624017,2.47016009009;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930461W;Ecole maternelle Louis Pasteur;ECOLE MATERNELLE PUBLIQUE;LOUIS PASTEUR;Public;21 ter avenue du Général Leclerc;;;93250;VILLEMOMBLE;Villemomble;664289.2;6865153.9;EPSG:2154;48.88540936392203;2.513030392424575;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93077;Seine-Saint-Denis;Ile-de-France;Créteil;48.8854093639,2.51303039242;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930462X;Ecole maternelle Guy Môquet;ECOLE MATERNELLE PUBLIQUE;GUY MOQUET;Public;10 rue des Epernons;;;93100;MONTREUIL;Montreuil;659382.6;6863311.3;EPSG:2154;48.86854837265501;2.446299891000355;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;48.8685483727,2.446299891;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930472H;Ecole maternelle Jean Jaurès;ECOLE MATERNELLE PUBLIQUE;JEAN JAURES;Public;27 rue Jean Jaurès;;;93240;STAINS;Stains;654655.5;6873994.6;EPSG:2154;48.96430190404815;2.3807199759002176;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93072;Seine-Saint-Denis;Ile-de-France;Créteil;48.964301904,2.3807199759;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930474K;Ecole maternelle Jean Moulin;ECOLE MATERNELLE PUBLIQUE;JEAN MOULIN;Public;9 rue Jean Moulin;;;93110;ROSNY SOUS BOIS;Rosny-sous-Bois;662794.5;6863080.4;EPSG:2154;48.86667802559661;2.4928301025887416;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93064;Seine-Saint-Denis;Ile-de-France;Créteil;48.8666780256,2.49283010259;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930475L;Ecole maternelle Jules Michelet;ECOLE MATERNELLE PUBLIQUE;JULES MICHELET;Public;9 rue Jean Pernin;;;93400;ST OUEN SUR SEINE;Saint-Ouen-sur-Seine;652014.2;6867531.2;EPSG:2154;48.905989663875665;2.3453805394943568;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93070;Seine-Saint-Denis;Ile-de-France;Créteil;48.9059896639,2.34538053949;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930487Z;Ecole maternelle Joliot-Curie;ECOLE MATERNELLE PUBLIQUE;JOLIOT-CURIE;Public;3 rue Marie Curie;;;93400;ST OUEN SUR SEINE;Saint-Ouen-sur-Seine;651634.0;6867324.0;EPSG:2154;48.904097961081014;2.3402177315286323;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93070;Seine-Saint-Denis;Ile-de-France;Créteil;48.9040979611,2.34021773153;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930488A;Ecole maternelle Alexandre Bachelet;ECOLE MATERNELLE PUBLIQUE;ALEXANDRE BACHELET;Public;14 rue Alexandre Bachelet;;;93400;ST OUEN SUR SEINE;Saint-Ouen-sur-Seine;651222.6;6867844.8;EPSG:2154;48.9087502020741;2.334546033172474;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93070;Seine-Saint-Denis;Ile-de-France;Créteil;48.9087502021,2.33454603317;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930499M;Ecole maternelle Joliot-Curie;ECOLE MATERNELLE PUBLIQUE;JOLIOT-CURIE;Public;8 avenue Paul Vaillant-Couturier;;;93240;STAINS;Stains;654749.8;6872950.4;EPSG:2154;48.95491901315376;2.3821193884868985;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93072;Seine-Saint-Denis;Ile-de-France;Créteil;48.9549190132,2.38211938849;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930501P;Ecole maternelle Mainguy;ECOLE MATERNELLE PUBLIQUE;MAINGUY;Public;30 rue Paul Vaillant Couturier;;;93140;BONDY;Bondy;661611.1;6866936.5;EPSG:2154;48.90128567581286;2.476350366760679;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93010;Seine-Saint-Denis;Ile-de-France;Créteil;48.9012856758,2.47635036676;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930505U;Ecole maternelle La Montjoie;ECOLE MATERNELLE PUBLIQUE;LA MONTJOIE;Public;8 rue Saint-Just;LA PLAINE SAINT DENIS;;93200;ST DENIS;Saint-Denis;653090.2;6867788.8;EPSG:2154;48.90838545034995;2.360030137314428;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93066;Seine-Saint-Denis;Ile-de-France;Créteil;48.9083854503,2.36003013731;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930514D;Ecole maternelle Jean Jaurès;ECOLE MATERNELLE PUBLIQUE;JEAN JAURES;Public;3 rue Salengro;;;93350;LE BOURGET;Le Bourget;657448.4;6870725.2;EPSG:2154;48.93509371022252;2.4191902416991096;Correcte;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93013;Seine-Saint-Denis;Ile-de-France;Créteil;48.9350937102,2.4191902417;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930519J;Ecole maternelle Foch;ECOLE MATERNELLE PUBLIQUE;FOCH;Public;30 rue Saint-Louis;;;93250;VILLEMOMBLE;Villemomble;663694.4;6865619.7;EPSG:2154;48.88956493878591;2.504879797228378;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93077;Seine-Saint-Denis;Ile-de-France;Créteil;48.8895649388,2.50487979723;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930520K;Ecole maternelle Samira Bellil;ECOLE MATERNELLE PUBLIQUE;SAMIRA BELLIL;Public;31 quai de Seine;;;93450;L ILE ST DENIS;L'Ile-Saint-Denis;651672.2;6870734.4;EPSG:2154;48.93476844568509;2.340350169759084;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93039;Seine-Saint-Denis;Ile-de-France;Créteil;48.9347684457,2.34035016976;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930528U;Ecole maternelle Danielle Casanova;ECOLE MATERNELLE PUBLIQUE;DANIELLE CASANOVA;Public;11 avenue de Verdun;;;93230;ROMAINVILLE;Romainville;658863.8;6864940.6;EPSG:2154;48.88316745877203;2.4390700211666547;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93063;Seine-Saint-Denis;Ile-de-France;Créteil;48.8831674588,2.43907002117;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930529V;Ecole maternelle Stendhal;ECOLE MATERNELLE PUBLIQUE;STENDHAL;Public;2 rue Louis Fourrier;;;93300;AUBERVILLIERS;Aubervilliers;654551.5;6868216.1;EPSG:2154;48.9123327877622;2.3799194037083864;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.9123327878,2.37991940371;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930532Y;Ecole maternelle Jean Jaurès;ECOLE MATERNELLE PUBLIQUE;JEAN JAURES;Public;12 place du Général de Gaulle;;;93100;MONTREUIL;Montreuil;658468.6;6863310.7;EPSG:2154;48.868484690769954;2.433840640432213;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;48.8684846908,2.43384064043;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930535B;Ecole élémentaire Paul Lafargue;ECOLE ELEMENTAIRE PUBLIQUE;PAUL LAFARGUE;Public;5 rue Paul Lafargue;;;93100;MONTREUIL;Montreuil;661637.9;6862573.9;EPSG:2154;48.86205525123583;2.4771099868667936;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;48.8620552512,2.47710998687;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-09-30
0930544L;Ecole maternelle Romain Rolland;ECOLE MATERNELLE PUBLIQUE;ROMAIN ROLLAND;Public;55 rue Jean Durand;;;93240;STAINS;Stains;654369.2;6872978.2;EPSG:2154;48.955142100604675;2.3769196064158953;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93072;Seine-Saint-Denis;Ile-de-France;Créteil;48.9551421006,2.37691960642;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-09-30
0930559C;Ecole élémentaire Jules Verne;ECOLE ELEMENTAIRE PUBLIQUE;JULES VERNE;Public;48 rue Pierre et Marie Curie;;;93170;BAGNOLET;Bagnolet;657777.6;6863631.5;EPSG:2154;48.87132467474117;2.424389325806216;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.8713246747,2.42438932581;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930565J;Ecole maternelle Henri Wallon;ECOLE MATERNELLE PUBLIQUE;HENRI WALLON;Public;18 rue Raymond Lefèvre;;;93170;BAGNOLET;Bagnolet;657881.0;6863718.7;EPSG:2154;48.87211562132694;2.4257902657679127;Correcte;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.8721156213,2.42579026577;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930571R;Ecole maternelle application Jean Jaurès Nord;ECOLE MATERNELLE D APPLICATION;JEAN JAURES NORD;Public;13 rue de la Justice;;;93800;EPINAY SUR SEINE;Epinay-sur-Seine;650537.9;6872948.1;EPSG:2154;48.95458817002472;2.3246098599184237;Parfaite;Numéro de rue;103;ECOLE MATERNELLE D APPLICATION;1;OUVERT;93;11;24;93031;Seine-Saint-Denis;Ile-de-France;Créteil;48.95458817,2.32460985992;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-09-30
0930580A;Ecole élémentaire Romain Rolland;ECOLE ELEMENTAIRE PUBLIQUE;ROMAIN ROLLAND;Public;88 rue Saint Stenay;;;93700;DRANCY;Drancy;657665.8;6869201.2;EPSG:2154;48.921403665218804;2.4223097296715945;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93029;Seine-Saint-Denis;Ile-de-France;Créteil;48.9214036652,2.42230972967;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-12-01
0930634J;Ecole élémentaire Antoine de Saint-Exupéry;ECOLE ELEMENTAIRE PUBLIQUE;ANTOINE DE SAINT-EXUPERY;Public;1 passage du Marché;;;93220;GAGNY;Gagny;665825.8;6864946.9;EPSG:2154;48.8836312359822;2.534000368383851;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93032;Seine-Saint-Denis;Ile-de-France;Créteil;48.883631236,2.53400036838;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930635K;Ecole élémentaire Paul Laguesse;ECOLE ELEMENTAIRE PUBLIQUE;PAUL LAGUESSE;Public;52 rue de Maison Blanche;;;93220;GAGNY;Gagny;665774.9;6864533.9;EPSG:2154;48.87991448670936;2.5333395940089245;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93032;Seine-Saint-Denis;Ile-de-France;Créteil;48.8799144867,2.53333959401;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930637M;Ecole élémentaire Louis  Pasteur;ECOLE ELEMENTAIRE PUBLIQUE;LOUIS PASTEUR;Public;136 rue Jules Guesde;;;93220;GAGNY;Gagny;666758.6;6864430.6;EPSG:2154;48.87903705269201;2.5467601627075136;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93032;Seine-Saint-Denis;Ile-de-France;Créteil;48.8790370527,2.54676016271;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930643U;Ecole élémentaire Lavoisier;ECOLE ELEMENTAIRE PUBLIQUE;LAVOISIER;Public;5 rue du 18 Juin;;;93220;GAGNY;Gagny;667332.3;6864335.4;EPSG:2154;48.878210288239416;2.5545896018697;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93032;Seine-Saint-Denis;Ile-de-France;Créteil;48.8782102882,2.55458960187;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930648Z;Ecole élémentaire Jean Jaurès;ECOLE ELEMENTAIRE PUBLIQUE;JEAN JAURES;Public;48 avenue de Maison Blanche;;;93330;NEUILLY SUR MARNE;Neuilly-sur-Marne;667179.7;6863415.6;EPSG:2154;48.86993083881807;2.5525800692571874;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93050;Seine-Saint-Denis;Ile-de-France;Créteil;48.8699308388,2.55258006926;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930667V;Ecole élémentaire Paul Serelle;ECOLE ELEMENTAIRE PUBLIQUE;PAUL SERELLE;Public;15 rue Paul Serelle;;;93160;NOISY LE GRAND;Noisy-le-Grand;668385.8;6858593.4;EPSG:2154;48.826624439092996;2.5693802899124534;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93051;Seine-Saint-Denis;Ile-de-France;Créteil;48.8266244391,2.56938028991;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930707N;Ecole élémentaire Paul Bert;ECOLE ELEMENTAIRE PUBLIQUE;PAUL BERT;Public;192 route de Meaux;;;93410;VAUJOURS;Vaujours;669204.1;6870676.6;EPSG:2154;48.93532684555427;2.5796500581479522;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93074;Seine-Saint-Denis;Ile-de-France;Créteil;48.9353268456,2.57965005815;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930714W;Ecole élémentaire Jean Perrin;ECOLE ELEMENTAIRE PUBLIQUE;JEAN PERRIN;Public;29 rue d'Aulnay;;;93270;SEVRAN;Sevran;664873.1;6871215.8;EPSG:2154;48.93995362862854;2.5204905608023807;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93071;Seine-Saint-Denis;Ile-de-France;Créteil;48.9399536286,2.5204905608;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930721D;Ecole élémentaire Jules Ferry;ECOLE ELEMENTAIRE PUBLIQUE;JULES FERRY;Public;4 rue Jules Ferry;;;93290;TREMBLAY EN FRANCE;Tremblay-en-France;668731.0;6873154.0;EPSG:2154;48.957581643015764;2.5730097293542022;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93073;Seine-Saint-Denis;Ile-de-France;Créteil;48.957581643,2.57300972935;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930736V;Ecole élémentaire Paul Bert;ECOLE ELEMENTAIRE PUBLIQUE;PAUL BERT;Public;19 rue Paul Bert;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;662733.8;6870733.4;EPSG:2154;48.935495335955586;2.491330661029408;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.935495336,2.49133066103;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930739Y;Ecole élémentaire Bourg 2;ECOLE ELEMENTAIRE PUBLIQUE;BOURG 2;Public;39 rue de Sevran;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;663489.6;6871279.2;EPSG:2154;48.94044670542787;2.5015997418783384;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.9404467054,2.50159974188;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930746F;Ecole élémentaire Croix Rouge 1;ECOLE ELEMENTAIRE PUBLIQUE;CROIX ROUGE 1;Public;2 allée de Dublin;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;662784.0;6872168.0;EPSG:2154;48.948398626091205;2.4918898494033015;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.9483986261,2.4918898494;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930747G;Ecole élémentaire Croix Rouge 2;ECOLE ELEMENTAIRE PUBLIQUE;CROIX ROUGE 2;Public;4 allée de Dublin;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;662784.0;6872168.0;EPSG:2154;48.948398626091205;2.4918898494033015;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.9483986261,2.4918898494;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930756S;Ecole élémentaire Jules Ferry;ECOLE ELEMENTAIRE PUBLIQUE;JULES FERRY;Public;2 rue Robert Planquette;;;93150;LE BLANC MESNIL;Le Blanc-Mesnil;660883.0;6870823.0;EPSG:2154;48.936191173734535;2.4660604328540074;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;93;11;24;93007;Seine-Saint-Denis;Ile-de-France;Créteil;48.9361911737,2.46606043285;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930769F;Ecole maternelle Nonneville;ECOLE MATERNELLE PUBLIQUE;NONNEVILLE;Public;5 rue de Toulouse;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;662576.2;6869370.1;EPSG:2154;48.92322681531521;2.489299892721228;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.9232268153,2.48929989272;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930771H;Ecole maternelle Le Bourg;ECOLE MATERNELLE PUBLIQUE;LE BOURG;Public;39 rue de Sevran;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;663489.6;6871279.2;EPSG:2154;48.94044670542787;2.5015997418783384;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.9404467054,2.50159974188;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930776N;Ecole maternelle Croix Rouge;ECOLE MATERNELLE PUBLIQUE;CROIX ROUGE;Public;1 chemin du  Moulin De La Ville;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;662821.2;6872138.6;EPSG:2154;48.948136404872436;2.4924003074066365;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.9481364049,2.49240030741;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930779S;Ecole maternelle Jean Jaurès;ECOLE MATERNELLE PUBLIQUE;JEAN JAURES;Public;Avenue Jean Jaurès;;;93150;LE BLANC MESNIL;Le Blanc-Mesnil;661217.2;6869532.4;EPSG:2154;48.924605815247546;2.4707401372259046;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93007;Seine-Saint-Denis;Ile-de-France;Créteil;48.9246058152,2.47074013723;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930781U;Ecole maternelle Jules Guesde;ECOLE MATERNELLE PUBLIQUE;JULES GUESDE;Public;Avenue du Capitaine Fonck;;;93150;LE BLANC MESNIL;Le Blanc-Mesnil;659642.6;6871868.8;EPSG:2154;48.94551869854565;2.4490301474861296;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;93;11;24;93007;Seine-Saint-Denis;Ile-de-France;Créteil;48.9455186985,2.44903014749;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
