Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0930123D;Lycée général et technologique Olympe de Gouges;LYCEE GENERAL ET TECHNOLOGIQUE;OLYMPE DE GOUGES;Public;3 chemin de Montreuil à Claye;;;93130;NOISY LE SEC;Noisy-le-Sec;661197.0;6865430.2;EPSG:2154;48.88771514587402;2.470839632305404;Parfaite;Rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;93;11;24;93053;Seine-Saint-Denis;Ile-de-France;Créteil;48.8877151459,2.47083963231;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930129K;Lycée professionnel Madeleine Vionnet;LYCEE PROFESSIONNEL;MADELEINE VIONNET;Public;1 rue JULES GUESDE;;;93140;BONDY;Bondy;661465.2;6867275.6;EPSG:2154;48.904326359966866;2.474329461472358;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;93;11;24;93010;Seine-Saint-Denis;Ile-de-France;Créteil;48.90432636,2.47432946147;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930620U;Collège Léon Jouhaux;COLLEGE;LEON JOUHAUX;Public;60 rue LEON JOUHAUX;;;93190;LIVRY GARGAN;Livry-Gargan;665690.0;6869135.5;EPSG:2154;48.92129073922371;2.5318099908431684;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93046;Seine-Saint-Denis;Ile-de-France;Créteil;48.9212907392,2.53180999084;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930629D;Collège Jean-Baptiste Corot;COLLEGE;JEAN-BAPTISTE COROT;Public;22 bis avenue THIERS;;;93340;LE RAINCY;Le Raincy;664825.1;6866583.6;EPSG:2154;48.89829580479977;2.520219543026099;Parfaite;Rue;340;COLLEGE;1;OUVERT;93;11;24;93062;Seine-Saint-Denis;Ile-de-France;Créteil;48.8982958048,2.52021954303;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930830X;Lycée général et technologique Albert Schweitzer;LYCEE GENERAL ET TECHNOLOGIQUE;ALBERT SCHWEITZER;Public;11 allée VALERE LEFEBVRE;;;93342;LE RAINCY CEDEX;Le Raincy;664162.8;6866662.6;EPSG:2154;48.89896969830402;2.5111794266760064;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;93;11;24;93062;Seine-Saint-Denis;Ile-de-France;Créteil;48.8989696983,2.51117942668;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1956-10-01
0930833A;Lycée enseignement général et technologique Jean Zay;LYCEE GENERAL ET TECHNOLOGIQUE;JEAN ZAY;Public;Avenue DU MARECHAL JUIN;;;93604;AULNAY SOUS BOIS CEDEX;Aulnay-sous-Bois;663953.3;6871041.7;EPSG:2154;48.938337173453434;2.507949707511657;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;93;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.9383371735,2.50794970751;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930858C;Collège Pablo Néruda;COLLEGE;PABLO NERUDA;Public;16 rue DE FRANCEVILLE;;100;93220;GAGNY;Gagny;666602.5;6865336.7;EPSG:2154;48.88717739179021;2.544560560123577;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93032;Seine-Saint-Denis;Ile-de-France;Créteil;48.8871773918,2.54456056012;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-07-18
0930894S;Collège Honoré de Balzac;COLLEGE;HONORE DE BALZAC;Public;65 rue PAUL ET CAMILLE THOMOUX;;;93330;NEUILLY SUR MARNE;Neuilly-sur-Marne;665537.8;6862397.7;EPSG:2154;48.86069112632509;2.5302800686319977;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93050;Seine-Saint-Denis;Ile-de-France;Créteil;48.8606911263,2.53028006863;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-25
0930898W;Collège Sévigné;COLLEGE;MADAME DE SEVIGNE;Public;8 bis avenue LEON BRY;;;93220;GAGNY;Gagny;665883.9;6865225.1;EPSG:2154;48.88613612013139;2.534770251603295;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93032;Seine-Saint-Denis;Ile-de-France;Créteil;48.8861361201,2.5347702516;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-25
0931143M;Collège Jean Jaurès;COLLEGE;JEAN JAURES;Public;9 place Jean Jaurès;;;93400;ST OUEN SUR SEINE;Saint-Ouen-sur-Seine;651326.2;6868086.2;EPSG:2154;48.91092882393774;2.3359316509739516;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93070;Seine-Saint-Denis;Ile-de-France;Créteil;48.9109288239,2.33593165097;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-03
0931181D;Collège Georges Politzer;COLLEGE;GEORGES POLITZER;Public;52 rue Jules Ferry;;;93170;BAGNOLET;Bagnolet;657265.8;6862363.3;EPSG:2154;48.859886134942194;2.4175398262814403;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.8598861349,2.41753982628;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-07-01
0931202B;Collège Liberté;COLLEGE;LIBERTE;Public;84 rue de la Liberté;;;93700;DRANCY;Drancy;659690.7;6868361.2;EPSG:2154;48.91398000565638;2.4500203291017235;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93029;Seine-Saint-Denis;Ile-de-France;Créteil;48.9139800057,2.4500203291;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-25
0931204D;Collège Marcel Cachin;COLLEGE;MARCEL CACHIN;Public;4 rue MARCEL CACHIN;;;93150;LE BLANC MESNIL;Le Blanc-Mesnil;660888.7;6869504.2;EPSG:2154;48.924332344243076;2.4662599112549284;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93007;Seine-Saint-Denis;Ile-de-France;Créteil;48.9243323442,2.46625991125;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-25
0931219V;Collège Jean-Jacques Rousseau;COLLEGE;JEAN-JACQUES ROUSSEAU;Public;24 rue EMILE AUGIER;;;93310;LE PRE ST GERVAIS;Le Pré-Saint-Gervais;656050.9;6864990.6;EPSG:2154;48.88343125405249;2.400709789947913;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93061;Seine-Saint-Denis;Ile-de-France;Créteil;48.8834312541,2.40070978995;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-25
0931227D;Collège Pasteur;COLLEGE;PASTEUR;Public;110 grande rue;;;93250;VILLEMOMBLE;Villemomble;664468.3;6864834.2;EPSG:2154;48.882544268383754;2.515499373865522;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93077;Seine-Saint-Denis;Ile-de-France;Créteil;48.8825442684,2.51549937387;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-25
0931382X;Collège Eugène Carrière;COLLEGE;EUGENE CARRIERE;Public;7 rue ERNEST PECHEUX;;15;93460;GOURNAY SUR MARNE;Gournay-sur-Marne;669116.0;6862817.0;EPSG:2154;48.86464338965634;2.5790195031105894;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93033;Seine-Saint-Denis;Ile-de-France;Créteil;48.8646433897,2.57901950311;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-03
0931433C;Collège Descartes;COLLEGE;DESCARTES;Public;58 avenue LENINE;;;93150;LE BLANC MESNIL;Le Blanc-Mesnil;659275.1;6872321.7;EPSG:2154;48.94956811908917;2.4439695668800994;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93007;Seine-Saint-Denis;Ile-de-France;Créteil;48.9495681191,2.44396956688;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-04-04
0931485J;Collège Georges Braque;COLLEGE;GEORGES BRAQUE;Public;32 rue d'Anjou;;;93330;NEUILLY SUR MARNE;Neuilly-sur-Marne;666178.2;6863137.5;EPSG:2154;48.86737808537872;2.538949647810004;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93050;Seine-Saint-Denis;Ile-de-France;Créteil;48.8673780854,2.53894964781;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-08-25
0931607S;Collège Jean Jaurès;COLLEGE;JEAN JAURES;Public;3 rue EUGENE DELACROIX;;;93420;VILLEPINTE;Villepinte;667124.9;6872224.3;EPSG:2154;48.94914142828419;2.5511504388427246;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93078;Seine-Saint-Denis;Ile-de-France;Créteil;48.9491414283,2.55115043884;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-02-24
0931978V;Collège Victor Hugo;COLLEGE;VICTOR HUGO;Public;2  ALLÉE ELSA TRIOLET;;;93160;NOISY LE GRAND;Noisy-le-Grand;667459.0;6859855.5;EPSG:2154;48.83792871567271;2.556660009707197;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93051;Seine-Saint-Denis;Ile-de-France;Créteil;48.8379287157,2.55666000971;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1985-09-01
0932038K;Collège Françoise Dolto;COLLEGE;FRANCOISE DOLTO;Public;4 rue GUY MOUSSET;;;93420;VILLEPINTE;Villepinte;667032.7;6873408.0;EPSG:2154;48.959780843014016;2.54979950151642;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93078;Seine-Saint-Denis;Ile-de-France;Créteil;48.959780843,2.54979950152;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1991-09-01
0932047V;Lycée polyvalent Evariste Galois - Lycée des métiers de l'audiovisuel;LPO LYCEE DES METIERS;EVARISTE GALOIS;Public;32 avenue MONTAIGNE;;;93165;NOISY LE GRAND CEDEX;Noisy-le-Grand;666230.6;6860676.4;EPSG:2154;48.84524801841328;2.539859434930898;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;93;11;24;93051;Seine-Saint-Denis;Ile-de-France;Créteil;48.8452480184,2.53985943493;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1992-09-01
0932126F;Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration;LPO LYCEE DES METIERS;FRANCOIS RABELAIS;Public;Rue FRANCOIS RABELAIS;;;93440;DUGNY;Dugny;657254.3;6872222.8;EPSG:2154;48.94854765530905;2.416389881891651;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;93;11;24;93030;Seine-Saint-Denis;Ile-de-France;Créteil;48.9485476553,2.41638988189;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1993-09-01
0932221J;Lycée polyvalent Blaise Pascal - Lycée des métiers de la santé et de l'aide à la personne;LPO LYCEE DES METIERS;BLAISE PASCAL;Public;18 rue MARC VIEVILLE;;;93250;VILLEMOMBLE;Villemomble;664116.6;6864753.7;EPSG:2154;48.88180084313107;2.5107106118344253;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;93;11;24;93077;Seine-Saint-Denis;Ile-de-France;Créteil;48.8818008431,2.51071061183;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1994-09-01
0932272P;Collège Rosa Luxemburg;COLLEGE;ROSA LUXEMBURG;Public;2 mail BENOIT FRACHON;;;93300;AUBERVILLIERS;Aubervilliers;654151.4;6868502.2;EPSG:2154;48.91487715211166;2.3744299078797684;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.9148771521,2.37442990788;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1998-09-01
0932454M;collège Lucie Aubrac;COLLEGE;LUCIE AUBRAC;Public;5 avenue LUCIE AUBRAC;;;93190;LIVRY GARGAN;Livry-Gargan;666605.7;6870479.5;EPSG:2154;48.933424804110125;2.5441993738513626;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;93;11;24;93046;Seine-Saint-Denis;Ile-de-France;Créteil;48.9334248041,2.54419937385;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2008-09-01
0932581A;College International;COLLEGE;INTERNATIONAL;Public;1 allée CHRISTOPHE COLOMB;;;93160;NOISY LE GRAND;Noisy-le-Grand;665983.0;6860359.0;EPSG:2154;48.842380566778495;2.5365111095433366;MANUEL;BATIMENT;340;COLLEGE;1;OUVERT;93;11;24;93051;Seine-Saint-Denis;Ile-de-France;Créteil;48.8423805668,2.53651110954;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2014-09-01
0940012C;Collège Jules Ferry;COLLEGE;JULES FERRY;Public;8 bis avenue Bizet;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;661599.4;6858427.4;EPSG:2154;48.82476299346762;2.476959599795444;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8247629935,2.4769595998;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940038F;Collège Jean Charcot;COLLEGE;JEAN CHARCOT;Public;Place du 8 Mai 1945;;61;94344;JOINVILLE LE PONT CEDEX;Joinville-le-Pont;660834.2;6857527.9;EPSG:2154;48.81662748820661;2.4666201645518266;Correcte;Rue;340;COLLEGE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8166274882,2.46662016455;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940112L;Lycée polyvalent Louise Michel - Lycée des métiers de la santé;LPO LYCEE DES METIERS;LOUISE MICHEL;Public;7 rue PIERRE MARIE DERRIEN;;;94507;CHAMPIGNY SUR MARNE CEDEX;Champigny-sur-Marne;662914.9;6857476.5;EPSG:2154;48.81628827423042;2.494959880709973;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;94;11;24;94017;Val-de-Marne;Ile-de-France;Créteil;48.8162882742,2.49495988071;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940116R;Lycée général et technologique Eugène Delacroix;LYCEE GENERAL ET TECHNOLOGIQUE;EUGENE DELACROIX;Public;5 rue Pierre et Marie Curie;;;94704;MAISONS ALFORT CEDEX;Maisons-Alfort;657840.2;6856899.7;EPSG:2154;48.81078905087647;2.4259099302378275;Correcte;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8107890509,2.42590993024;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-09-15
0940121W;Lycée général et technologique d'Arsonval;LYCEE GENERAL ET TECHNOLOGIQUE;D'ARSONVAL;Public;65 rue DU PONT DE CRETEIL;;;94107;ST MAUR DES FOSSES CEDEX;Saint-Maur-des-Fossés;661304.4;6856029.9;EPSG:2154;48.803183792335965;2.4731595077258626;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;94;11;24;94068;Val-de-Marne;Ile-de-France;Créteil;48.8031837923,2.47315950773;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940143V;Lycée professionnel Jean Moulin;LYCEE PROFESSIONNEL;JEAN MOULIN;Public;8 rue DU DOCTEUR LEBEL;;;94307;VINCENNES CEDEX;Vincennes;658263.9;6860873.3;EPSG:2154;48.84655199844458;2.431289555072404;Correcte;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;94;11;24;94080;Val-de-Marne;Ile-de-France;Créteil;48.8465519984,2.43128955507;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1946-10-21
0940145X;Lycée professionnel Camille Claudel;LYCEE PROFESSIONNEL;CAMILLE CLAUDEL;Public;4 rue DES CARRIERES;;;94400;VITRY SUR SEINE;Vitry-sur-Seine;655383.5;6855637.7;EPSG:2154;48.79927411894196;2.392590514011896;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;94;11;24;94081;Val-de-Marne;Ile-de-France;Créteil;48.7992741189,2.39259051401;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940551N;Collège Eugène Chevreul;COLLEGE;EUGENE CHEVREUL;Public;137 boulevard P VAILLANT COUTURIER;;;94246;L HAY LES ROSES CEDEX;L'Haÿ-les-Roses;651495.4;6853006.3;EPSG:2154;48.77532804779816;2.339959690739277;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94038;Val-de-Marne;Ile-de-France;Créteil;48.7753280478,2.33995969074;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940580V;Lycée Polyvalent de Cachan;LYCEE POLYVALENT;LYCEE POLYVALENT DE CACHAN;Public;63 avenue DU PRESIDENT WILSON;;;94230;CACHAN;Cachan;650392.2;6854499.9;EPSG:2154;48.78867682535173;2.324774506773462;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;94;11;24;94016;Val-de-Marne;Ile-de-France;Créteil;48.7886768254,2.32477450677;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-12-22
0940788W;Collège Pierre Brossolette;COLLEGE;PIERRE BROSSOLETTE;Public;154 bis avenue Pierre Brossolette;;;94170;LE PERREUX SUR MARNE;Le Perreux-sur-Marne;663851.4;6859510.4;EPSG:2154;48.834632905111604;2.507540444458262;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94058;Val-de-Marne;Ile-de-France;Créteil;48.8346329051,2.50754044446;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-25
0940789X;Collège de Lattre;COLLEGE;DE LATTRE;Public;1 rue DU PROGRES;;;94170;LE PERREUX SUR MARNE;Le Perreux-sur-Marne;663536.9;6860980.5;EPSG:2154;48.84783602612425;2.5031300402816488;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94058;Val-de-Marne;Ile-de-France;Créteil;48.8478360261,2.50313004028;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-25
0940790Y;Collège Offenbach;COLLEGE;JACQUES OFFENBACH;Public;17 rue 1ERE DIV FRANCAISE LIBRE;;77;94162;ST MANDE CEDEX;Saint-Mandé;657171.5;6860418.8;EPSG:2154;48.84239296933566;2.416450440321484;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94067;Val-de-Marne;Ile-de-France;Créteil;48.8423929693,2.41645044032;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-25
0940794C;Collège Gustave Monod;COLLEGE;GUSTAVE MONOD;Public;20 rue CARPEAUX;;;94407;VITRY SUR SEINE CEDEX;Vitry-sur-Seine;654550.0;6854458.0;EPSG:2154;48.78860636176272;2.3813695194734747;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94081;Val-de-Marne;Ile-de-France;Créteil;48.7886063618,2.38136951947;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-26
0941017V;Collège Antoine de Saint-Exupéry;COLLEGE;ANTOINE DE SAINT-EXUPERY;Public;Rue DU CLOS;;;94490;ORMESSON SUR MARNE;Ormesson-sur-Marne;667044.1;6854788.3;EPSG:2154;48.79233629108802;2.5513997157105464;Parfaite;Rue;340;COLLEGE;1;OUVERT;94;11;24;94055;Val-de-Marne;Ile-de-France;Créteil;48.7923362911,2.55139971571;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-03
0941034N;Collège Joseph Lakanal;COLLEGE;JOSEPH LAKANAL;Public;11 rue LAKANAL;;;94400;VITRY SUR SEINE;Vitry-sur-Seine;654700.7;6855024.8;EPSG:2154;48.793714454965944;2.383360402437281;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94081;Val-de-Marne;Ile-de-France;Créteil;48.793714455,2.38336040244;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-04
0941036R;Collège Karl Marx;COLLEGE;KARL MARX;Public;Avenue KARL MARX;;;94800;VILLEJUIF;Villejuif;653021.2;6854016.4;EPSG:2154;48.78452531134171;2.360610233377912;Parfaite;Rue;340;COLLEGE;1;OUVERT;94;11;24;94076;Val-de-Marne;Ile-de-France;Créteil;48.7845253113,2.36061023338;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-04
0941042X;Collège Dorval;COLLEGE;DORVAL;Public;16 rue du Maréchal Foch;;;94310;ORLY;Orly;655666.3;6849480.2;EPSG:2154;48.7439153799555;2.3970804658198923;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94054;Val-de-Marne;Ile-de-France;Créteil;48.74391538,2.39708046582;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-04
0941046B;Collège Edouard Herriot;COLLEGE;EDOUARD HERRIOT;Public;5 rue Edouard Herriot;;;94700;MAISONS ALFORT;Maisons-Alfort;658455.9;6856633.5;EPSG:2154;48.808434984149784;2.4343195968602163;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8084349841,2.43431959686;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-08
0941093C;Collège Camille Pissarro;COLLEGE;CAMILLE PISSARRO;Public;4-6 avenue Pierre Semard;;;94100;ST MAUR DES FOSSES;Saint-Maur-des-Fossés;664126.6;6855950.0;EPSG:2154;48.80262838636513;2.5115894632895324;Correcte;Rue;340;COLLEGE;1;OUVERT;94;11;24;94068;Val-de-Marne;Ile-de-France;Créteil;48.8026283864,2.51158946329;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-23
0941100K;Collège Paul Bert;COLLEGE;PAUL BERT;Public;2 rue AMEDEE PICARD;;;94230;CACHAN;Cachan;650894.1;6855069.9;EPSG:2154;48.79384147309946;2.3315400008212306;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94016;Val-de-Marne;Ile-de-France;Créteil;48.7938414731,2.33154000082;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-24
0941294W;Lycée polyvalent Adolphe Chérioux - Lycée des métiers de l'habitat et de l'aménagement urbain;LPO LYCEE DES METIERS;ADOLPHE CHERIOUX;Public;195 rue JULIAN GRIMAU;;210;94401;VITRY SUR SEINE CEDEX;Vitry-sur-Seine;653952.2;6853556.1;EPSG:2154;48.78045272369864;2.3733304883444677;Correcte;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;94;11;24;94081;Val-de-Marne;Ile-de-France;Créteil;48.7804527237,2.37333048834;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-09-24
0941347D;Lycée général et technologique Pablo Picasso;LYCEE GENERAL ET TECHNOLOGIQUE;PABLO PICASSO;Public;2 avenue PABLO PICASSO;;;94120;FONTENAY SOUS BOIS;Fontenay-sous-Bois;662312.7;6861868.2;EPSG:2154;48.85574872369888;2.4863700736099643;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;94;11;24;94033;Val-de-Marne;Ile-de-France;Créteil;48.8557487237,2.48637007361;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-04-04
0941412Z;Collège La Guinette;COLLEGE;LA GUINETTE;Public;10 rue du Réveillon;;;94440;VILLECRESNES;Villecresnes;666177.2;6846829.7;EPSG:2154;48.72071294253447;2.5402303959132144;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94075;Val-de-Marne;Ile-de-France;Créteil;48.7207129425,2.54023039591;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1974-02-27
0941470M;Lycée polyvalent Samuel de Champlain;LYCEE POLYVALENT;SAMUEL DE CHAMPLAIN;Public;61 rue DES BORDES;;;94430;CHENNEVIERES SUR MARNE;Chennevières-sur-Marne;667418.4;6855507.7;EPSG:2154;48.79882527139983;2.5564396236727247;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;94;11;24;94019;Val-de-Marne;Ile-de-France;Créteil;48.7988252714,2.55643962367;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-02-24
0941478W;Collège Blaise Cendrars;COLLEGE;BLAISE CENDRARS;Public;Avenue du Charles de Gaulle;;;94470;BOISSY ST LEGER;Boissy-Saint-Léger;663907.7;6849920.9;EPSG:2154;48.74839236313504;2.50911953872365;Correcte;Rue;340;COLLEGE;1;OUVERT;94;11;24;94004;Val-de-Marne;Ile-de-France;Créteil;48.7483923631,2.50911953872;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-02-24
0941783C;Collège Daniel Fery;COLLEGE;DANIEL FERY;Public;2 rue CHARLES BAUDELAIRE;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;662935.9;6850635.8;EPSG:2154;48.754767007037344;2.4958406557297486;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.754767007,2.49584065573;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1982-09-15
0941974K;Lycée polyvalent Robert Schuman;LYCEE POLYVALENT;ROBERT SCHUMAN;Public;2 rue DE L'EMBARCADERE;;;94220;CHARENTON LE PONT;Charenton-le-Pont;656883.0;6857755.1;EPSG:2154;48.81841861978958;2.412789591798976;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;94;11;24;94018;Val-de-Marne;Ile-de-France;Créteil;48.8184186198,2.4127895918;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1991-09-01
0942188T;Collège Francoise Giroud;COLLEGE;FRANCOISE GIROUD;Public;14 rue LEROYER;;;94300;VINCENNES;Vincennes;658952.5;6861410.5;EPSG:2154;48.85142729596258;2.440620483452165;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94080;Val-de-Marne;Ile-de-France;Créteil;48.851427296,2.44062048345;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2006-09-01
